device,eastern_time,var,name,value
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:16:55 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:21:50 2019,air_carbon_dioxide_ppm,T6713-Top,129.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:21:55 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:21:58 2019,air_temperature_celcius,SHT25-Top,28.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:26:51 2019,air_temperature_celcius,SHT25-Top,28.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:26:52 2019,air_carbon_dioxide_ppm,T6713-Top,131.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:26:55 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:31:53 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:31:58 2019,air_carbon_dioxide_ppm,T6713-Top,126.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:32:05 2019,air_temperature_celcius,SHT25-Top,28.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:36:50 2019,air_carbon_dioxide_ppm,T6713-Top,127.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:36:54 2019,air_temperature_celcius,SHT25-Top,28.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:37:01 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:41:53 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:41:54 2019,air_carbon_dioxide_ppm,T6713-Top,121.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:41:59 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:46:52 2019,air_carbon_dioxide_ppm,T6713-Top,124.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:46:55 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:46:59 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:51:54 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:51:55 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:52:02 2019,air_carbon_dioxide_ppm,T6713-Top,118.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:56:56 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:57:00 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 17:57:01 2019,air_carbon_dioxide_ppm,T6713-Top,116.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:01:59 2019,air_carbon_dioxide_ppm,T6713-Top,119.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:02:01 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:02:04 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:07:05 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:07:07 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:07:10 2019,air_carbon_dioxide_ppm,T6713-Top,117.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:11:55 2019,air_carbon_dioxide_ppm,T6713-Top,115.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:12:03 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:12:04 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:16:55 2019,air_carbon_dioxide_ppm,T6713-Top,113.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:16:59 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:17:03 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:21:59 2019,air_carbon_dioxide_ppm,T6713-Top,116.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:22:00 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:22:05 2019,air_humidity_percent,SHT25-Top,39.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:26:57 2019,air_carbon_dioxide_ppm,T6713-Top,116.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:27:04 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:27:06 2019,air_humidity_percent,SHT25-Top,39.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:31:58 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:32:00 2019,air_carbon_dioxide_ppm,T6713-Top,114.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:32:01 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:37:01 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:37:07 2019,air_carbon_dioxide_ppm,T6713-Top,114.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:37:09 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:42:03 2019,air_carbon_dioxide_ppm,T6713-Top,114.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:42:09 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 18:42:11 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:02:03 2019,air_carbon_dioxide_ppm,T6713-Top,113.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:02:09 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:02:10 2019,air_humidity_percent,SHT25-Top,39.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:07:04 2019,air_humidity_percent,SHT25-Top,39.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:07:06 2019,air_carbon_dioxide_ppm,T6713-Top,106.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:07:10 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:12:03 2019,air_humidity_percent,SHT25-Top,39.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:12:11 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:12:15 2019,air_carbon_dioxide_ppm,T6713-Top,109.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:17:08 2019,air_carbon_dioxide_ppm,T6713-Top,106.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:17:10 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 19:17:12 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:02:03 2019,air_carbon_dioxide_ppm,T6713-Top,105.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:02:06 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:02:08 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:07:03 2019,air_carbon_dioxide_ppm,T6713-Top,103.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:07:06 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:07:06 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:12:03 2019,air_carbon_dioxide_ppm,T6713-Top,100.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:12:10 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:12:15 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:17:05 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:17:08 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:17:09 2019,air_carbon_dioxide_ppm,T6713-Top,99.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:22:05 2019,air_carbon_dioxide_ppm,T6713-Top,98.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:22:09 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:22:10 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:27:07 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:27:12 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:27:14 2019,air_carbon_dioxide_ppm,T6713-Top,103.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:32:10 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:32:16 2019,air_carbon_dioxide_ppm,T6713-Top,100.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:32:18 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:37:07 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:37:09 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:37:15 2019,air_carbon_dioxide_ppm,T6713-Top,100.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:42:10 2019,air_carbon_dioxide_ppm,T6713-Top,97.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:42:17 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:42:17 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:47:10 2019,air_carbon_dioxide_ppm,T6713-Top,101.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:47:12 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:47:17 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:52:12 2019,air_carbon_dioxide_ppm,T6713-Top,98.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:52:15 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:52:16 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:57:12 2019,air_temperature_celcius,SHT25-Top,27.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:57:14 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 20:57:19 2019,air_carbon_dioxide_ppm,T6713-Top,93.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:02:09 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:02:10 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:02:15 2019,air_carbon_dioxide_ppm,T6713-Top,97.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:07:15 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:07:16 2019,air_carbon_dioxide_ppm,T6713-Top,97.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:07:22 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:12:11 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:12:12 2019,air_carbon_dioxide_ppm,T6713-Top,95.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:12:13 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:17:14 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:17:15 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:17:17 2019,air_carbon_dioxide_ppm,T6713-Top,93.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:22:12 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:22:18 2019,air_carbon_dioxide_ppm,T6713-Top,93.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:22:21 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:27:13 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:27:18 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:28:11 2019,air_carbon_dioxide_ppm,T6713-Top,99.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:32:16 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:32:17 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:32:23 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:37:14 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:37:20 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:37:27 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:42:16 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:42:22 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:42:23 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:47:15 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:47:16 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:47:23 2019,air_carbon_dioxide_ppm,T6713-Top,90.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:52:16 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:52:16 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:52:17 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:57:16 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:57:17 2019,air_carbon_dioxide_ppm,T6713-Top,90.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 21:57:26 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:02:19 2019,air_carbon_dioxide_ppm,T6713-Top,89.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:02:21 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:02:23 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:07:16 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:07:19 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:07:24 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:12:19 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:12:24 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:12:28 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:17:19 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:17:23 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:17:28 2019,air_carbon_dioxide_ppm,T6713-Top,89.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:22:23 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:22:27 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:22:30 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:27:20 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:27:21 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:27:26 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:32:23 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:32:26 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:32:30 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:37:21 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:37:25 2019,air_carbon_dioxide_ppm,T6713-Top,99.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:37:29 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:42:24 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:42:25 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:42:28 2019,air_carbon_dioxide_ppm,T6713-Top,91.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:47:32 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:47:34 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:47:35 2019,air_carbon_dioxide_ppm,T6713-Top,92.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:52:24 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:52:27 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:52:32 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:57:25 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:57:28 2019,air_humidity_percent,SHT25-Top,36.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 22:57:32 2019,air_carbon_dioxide_ppm,T6713-Top,96.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:02:26 2019,air_carbon_dioxide_ppm,T6713-Top,96.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:02:27 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:02:31 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:07:24 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:07:25 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:07:34 2019,air_carbon_dioxide_ppm,T6713-Top,97.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:12:25 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:12:25 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:12:30 2019,air_carbon_dioxide_ppm,T6713-Top,97.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:17:31 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:17:33 2019,air_carbon_dioxide_ppm,T6713-Top,93.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:17:37 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:22:26 2019,air_carbon_dioxide_ppm,T6713-Top,94.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:22:28 2019,air_humidity_percent,SHT25-Top,37.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:22:31 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:27:30 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:27:33 2019,air_carbon_dioxide_ppm,T6713-Top,96.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:27:37 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:32:27 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:32:28 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:32:34 2019,air_carbon_dioxide_ppm,T6713-Top,95.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:37:28 2019,air_carbon_dioxide_ppm,T6713-Top,95.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:37:34 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:37:37 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:42:30 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:42:32 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:42:35 2019,air_carbon_dioxide_ppm,T6713-Top,98.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:47:28 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:47:28 2019,air_carbon_dioxide_ppm,T6713-Top,103.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:47:32 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:52:29 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:52:31 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:52:32 2019,air_carbon_dioxide_ppm,T6713-Top,105.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:57:28 2019,air_carbon_dioxide_ppm,T6713-Top,103.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:57:35 2019,air_temperature_celcius,SHT25-Top,26.00
EDU-32B65C51-50-65-83-d0-fb-bf,Tue Mar 12 23:57:38 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Wed Mar 13 00:02:31 2019,air_carbon_dioxide_ppm,T6713-Top,105.00
EDU-32B65C51-50-65-83-d0-fb-bf,Wed Mar 13 00:02:37 2019,air_humidity_percent,SHT25-Top,38.00
EDU-32B65C51-50-65-83-d0-fb-bf,Wed Mar 13 00:02:39 2019,air_temperature_celcius,SHT25-Top,27.00
